course_id,user_id,role,section_id,status
10SEL_COMBINED_T4,111052,student,GP-10SELD_t4_2016,active
08DRAB_t4_2016,105303,student,,active
08ENGC_t4_2016,105303,student,,active
08HPE_COMBINED_T4,105303,student,08HPEB_t4_2016,active
08HUM_COMBINED_T4,105303,student,08HUMB_t4_2016,active
08MATD_t4_2016,105303,student,,active
08REB_t4_2016,105303,student,,active
08SCI_COMBINED_T4,105303,student,08SCIC_t4_2016,active
GP-08SELB_t4_2016,105303,student,,active
10DANA_t4_2016,103806,student,,active
10ENGC_t4_2016,103806,student,,active
10HISE_t4_2016,103806,student,,active
10ISCID_t4_2016,103806,student,,active
10JAPC2A_t4_2016,103806,student,,active
10MATD_t4_2016,103806,student,,active
10REA_t4_2016,103806,student,,active
10SEL_COMBINED_T4,103806,student,GP-10SELA_t4_2016,active
09ENGB_t4_2016,104986,student,,active
09FTECB_t4_2016,104986,student,,active
09HPE_COMBINED_T4,104986,student,09HPED_t4_2016,active
09MATA_t4_2016,104986,student,,active
09REB_t4_2016,104986,student,,active
09SCI_COMBINED_T4,104986,student,09SCIB_t4_2016,active
09VARB_t4_2016,104986,student,,active
GP-09SELB_t4_2016,104986,student,,active
12DRA6A_t4_2016,103778,student,,active
12ENG4B_t4_2016,103778,student,,active
12MAA_COMBINED_T4,103778,student,12MAA2B_t4_2016,active
12PD8B_t4_2016,103778,student,,active
12RAE1B_t4_2016,103778,student,,active
12SCI21_COMBINED_T4,103778,student,12SCI217B_t4_2016,active
12SIS310C_COMBINED_T4,103778,student,12SIS310C33A_t4_2016,active
12VAR5A_t4_2016,103778,student,,active
11BIO_COMBINED_T4,103713,student,11BIO5A_t4_2016,active
11CHE_COMBINED_T4,103713,student,11CHE4A_t4_2016,active
11ENG7E_t4_2016,103713,student,,active
11GEO6A_t4_2016,103713,student,,active
11LST_COMBINED_T4,103713,student,11LST3A_t4_2016,active
11MAA2B_t4_2016,103713,student,,active
11PDC_t4_2016,103713,student,,active
11RAE1C_t4_2016,103713,student,,active
09DRAA_t4_2016,106075,student,,active
09ENGA_t4_2016,106075,student,,active
09HPE_COMBINED_T4,106075,student,09HPEC_t4_2016,active
09JAPA_t4_2016,106075,student,,active
09MATB_t4_2016,106075,student,,active
09REC_t4_2016,106075,student,,active
09SCI_COMBINED_T4,106075,student,09SCIA_t4_2016,active
GP-09SELC_t4_2016,106075,student,,active
07DAND_t4_2016,108950,student,,active
07ENGD_t4_2016,108950,student,,active
07HUMD_t4_2016,108950,student,,active
07JAPD_t4_2016,108950,student,,active
07MATD_t4_2016,108950,student,,active
07RED_t4_2016,108950,student,,active
07SCI_COMBINED_T4,108950,student,07SCID_t4_2016,active
GP-07SELD_t4_2016,108950,student,,active
08ENGE_t4_2016,108463,student,,active
08HPE_COMBINED_T4,108463,student,08HPED_t4_2016,active
08HUM_COMBINED_T4,108463,student,08HUMA_t4_2016,active
08MATE_t4_2016,108463,student,,active
08MUSD_t4_2016,108463,student,,active
08RED_t4_2016,108463,student,,active
08SCI_COMBINED_T4,108463,student,08SCIE_t4_2016,active
GP-08SELD_t4_2016,108463,student,,active
12BIO_COMBINED_T4,103449,student,12BIO6B_t4_2016,active
12ENG3A_t4_2016,103449,student,,active
12MAA_COMBINED_T4,103449,student,12MAA2B_t4_2016,active
12PD8D_t4_2016,103449,student,,active
12RAE1D_t4_2016,103449,student,,active
12SCI21_COMBINED_T4,103449,student,12SCI217B_t4_2016,active
12VAR5A_t4_2016,103449,student,,active
12CHE_COMBINED_T4,103665,student,12CHE7B_t4_2016,active
12ENG3A_t4_2016,103665,student,,active
12JAP4A_t4_2016,103665,student,,active
12MAB2A_t4_2016,103665,student,,active
12MAC5A_t4_2016,103665,student,,active
12PD8B_t4_2016,103665,student,,active
12PE6B_t4_2016,103665,student,,active
12RAE1B_t4_2016,103665,student,,active
08ENGD_t4_2016,108510,student,,active
08HUM_COMBINED_T4,108510,student,08HUMA_t4_2016,active
08ICTC_t4_2016,108510,student,,active
08ITLC_t4_2016,108510,student,,active
08MATD_t4_2016,108510,student,,active
08REC_t4_2016,108510,student,,active
08SCI_COMBINED_T4,108510,student,08SCID_t4_2016,active
GP-08SELC_t4_2016,108510,student,,active
10BIOD_t4_2016,103625,student,,active
10ENGA_t4_2016,103625,student,,active
10HISE_t4_2016,103625,student,,active
10HPE_COMBINED_T4,103625,student,10HPED_t4_2016,active
10JAPC2A_t4_2016,103625,student,,active
10MATE_t4_2016,103625,student,,active
10REC_t4_2016,103625,student,,active
10SEL_COMBINED_T4,103625,student,GP-10SELC_t4_2016,active
07ENGC_t4_2016,108695,student,,active
07HPEA_t4_2016,108695,student,,active
07HUMC_t4_2016,108695,student,,active
07ITLA_t4_2016,108695,student,,active
07MATC_t4_2016,108695,student,,active
07REA_t4_2016,108695,student,,active
07SCI_COMBINED_T4,108695,student,07SCIC_t4_2016,active
GP-07SELA_t4_2016,108695,student,,active
09BUSB_t4_2016,109939,student,,active
09DRAA_t4_2016,109939,student,,active
09ENGB_t4_2016,109939,student,,active
09ICTB_t4_2016,109939,student,,active
09MATA_t4_2016,109939,student,,active
09RED_t4_2016,109939,student,,active
09SCI_COMBINED_T4,109939,student,09SCIB_t4_2016,active
GP-09SELD_t4_2016,109939,student,,active
08DANB_t4_2016,108312,student,,active
08ENGC_t4_2016,108312,student,,active
08HPE_COMBINED_T4,108312,student,08HPEB_t4_2016,active
08HUM_COMBINED_T4,108312,student,08HUMB_t4_2016,active
08MATE_t4_2016,108312,student,,active
08REB_t4_2016,108312,student,,active
08SCI_COMBINED_T4,108312,student,08SCIC_t4_2016,active
GP-08SELB_t4_2016,108312,student,,active
09DRAA_t4_2016,109160,student,,active
09ENGA_t4_2016,109160,student,,active
09HPE_COMBINED_T4,109160,student,09HPEC_t4_2016,active
09ITLA_t4_2016,109160,student,,active
09MATC_t4_2016,109160,student,,active
09REC_t4_2016,109160,student,,active
09SCI_COMBINED_T4,109160,student,09SCIA_t4_2016,active
GP-09SELC_t4_2016,109160,student,,active
11ACC_COMBINED_T4,103288,student,11ACC7B_t4_2016,active
11ENG6D_t4_2016,103288,student,,active
11ITS3A_t4_2016,103288,student,,active
11MAB2B_t4_2016,103288,student,,active
11PDD_t4_2016,103288,student,,active
11PHY5A_t4_2016,103288,student,,active
11RAE1D_t4_2016,103288,student,,active
12CHE_COMBINED_T4,103618,student,12CHE4A_t4_2016,active
12ENG5C_t4_2016,103618,student,,active
12GEO7A_t4_2016,103618,student,,active
12MAB2A_t4_2016,103618,student,,active
12PD8B_t4_2016,103618,student,,active
12PHY6A_t4_2016,103618,student,,active
12SOR3A_t4_2016,103618,student,,active
10ENGD_t4_2016,103391,student,,active
10HPE_COMBINED_T4,103391,student,10HPED_t4_2016,active
10MATA_t4_2016,103391,student,,active
10PHYD_t4_2016,103391,student,,active
10REC_t4_2016,103391,student,,active
10TEXB_t4_2016,103391,student,,active
10VARC2A_t4_2016,103391,student,,active
10SEL_COMBINED_T4,103391,student,GP-10SELC_t4_2016,active
08ENGA_t4_2016,104594,student,,active
08HUM_COMBINED_T4,104594,student,08HUMB_t4_2016,active
08ITDA_t4_2016,104594,student,,active
08JAPA_t4_2016,104594,student,,active
08MATC_t4_2016,104594,student,,active
08REA_t4_2016,104594,student,,active
08SCI_COMBINED_T4,104594,student,08SCIA_t4_2016,active
GP-08SELA_t4_2016,104594,student,,active
08ENGB_t4_2016,105897,student,,active
08HUM_COMBINED_T4,105897,student,08HUMD_t4_2016,active
08ITDA_t4_2016,105897,student,,active
08JAPA_t4_2016,105897,student,,active
08MATB_t4_2016,105897,student,,active
08REA_t4_2016,105897,student,,active
08SCI_COMBINED_T4,105897,student,08SCIA_t4_2016,active
GP-08SELA_t4_2016,105897,student,,active
11BIO_COMBINED_T4,103609,student,11BIO5A_t4_2016,active
11CHE_COMBINED_T4,103609,student,11CHE4A_t4_2016,active
11ENG3A_t4_2016,103609,student,,active
11JAP6A_t4_2016,103609,student,,active
11MAB2C_t4_2016,103609,student,,active
11MAC7A_t4_2016,103609,student,,active
11PDC_t4_2016,103609,student,,active
11RAE1C_t4_2016,103609,student,,active
08ENGC_t4_2016,109374,student,,active
08HUM_COMBINED_T4,109374,student,08HUMA_t4_2016,active
08ITDA_t4_2016,109374,student,,active
08JAPA_t4_2016,109374,student,,active
08MATC_t4_2016,109374,student,,active
08REA_t4_2016,109374,student,,active
08SCI_COMBINED_T4,109374,student,08SCIC_t4_2016,active
GP-08SELA_t4_2016,109374,student,,active
10BUSC_t4_2016,103607,student,,active
10ENGD_t4_2016,103607,student,,active
10HPE_COMBINED_T4,103607,student,10HPEE_t4_2016,active
10JAPC2A_t4_2016,103607,student,,active
10MATB_t4_2016,103607,student,,active
10PHYD_t4_2016,103607,student,,active
10REC_t4_2016,103607,student,,active
10SEL_COMBINED_T4,103607,student,GP-10SELC_t4_2016,active
11BIO_COMBINED_T4,103533,student,11BIO6B_t4_2016,active
11ECOM5A_t4_2016,103533,student,,active
11ENG7E_t4_2016,103533,student,,active
11HEC4A_t4_2016,103533,student,,active
11ITL3A_t4_2016,103533,student,,active
11MAA2A_t4_2016,103533,student,,active
11PDC_t4_2016,103533,student,,active
11RAE1C_t4_2016,103533,student,,active
07DTB_t4_2016,109998,student,,active
07ENGA_t4_2016,109998,student,,active
07HPEB_t4_2016,109998,student,,active
07HUMA_t4_2016,109998,student,,active
07MATA_t4_2016,109998,student,,active
07REB_t4_2016,109998,student,,active
07SCI_COMBINED_T4,109998,student,07SCIA_t4_2016,active
GP-07SELB_t4_2016,109998,student,,active
07DTB_t4_2016,105266,student,,active
07ENGA_t4_2016,105266,student,,active
07HPEB_t4_2016,105266,student,,active
07HUMA_t4_2016,105266,student,,active
07MATA_t4_2016,105266,student,,active
07REB_t4_2016,105266,student,,active
07SCI_COMBINED_T4,105266,student,07SCIA_t4_2016,active
GP-07SELB_t4_2016,105266,student,,active
08DTFA_t4_2016,105078,student,,active
08ENGC_t4_2016,105078,student,,active
08HUM_COMBINED_T4,105078,student,08HUMC_t4_2016,active
08JAPA_t4_2016,105078,student,,active
08MATD_t4_2016,105078,student,,active
08REA_t4_2016,105078,student,,active
08SCI_COMBINED_T4,105078,student,08SCIC_t4_2016,active
GP-08SELA_t4_2016,105078,student,,active
09ENGD_t4_2016,110622,student,,active
09FTECB_t4_2016,110622,student,,active
09HPE_COMBINED_T4,110622,student,09HPED_t4_2016,active
09MATA_t4_2016,110622,student,,active
09REA_t4_2016,110622,student,,active
09SCI_COMBINED_T4,110622,student,09SCID_t4_2016,active
09VARB_t4_2016,110622,student,,active
GP-09SELA_t4_2016,110622,student,,active
11BIO_COMBINED_T4,103518,student,11BIO5A_t4_2016,active
11ENG7E_t4_2016,103518,student,,active
11GEO6A_t4_2016,103518,student,,active
11LST_COMBINED_T4,103518,student,11LST3A_t4_2016,active
11MAB2B_t4_2016,103518,student,,active
11PDA_t4_2016,103518,student,,active
11RAE1A_t4_2016,103518,student,,active
11VAR4A_t4_2016,103518,student,,active
07ENGA_t4_2016,104503,student,,active
07HUMA_t4_2016,104503,student,,active
07ICTC_t4_2016,104503,student,,active
07MATA_t4_2016,104503,student,,active
07MUSC_t4_2016,104503,student,,active
07REC_t4_2016,104503,student,,active
07SCI_COMBINED_T4,104503,student,07SCIA_t4_2016,active
GP-07SELC_t4_2016,104503,student,,active
11ENG6D_t4_2016,103420,student,,active
11HEC4A_t4_2016,103420,student,,active
11MAB2B_t4_2016,103420,student,,active
11MAC7A_t4_2016,103420,student,,active
11PDB_t4_2016,103420,student,,active
11PHY5A_t4_2016,103420,student,,active
11SOR3A_t4_2016,103420,student,,active
12ACC_COMBINED_T4,103792,student,12ACC3A_t4_2016,active
12ENG6D_t4_2016,103792,student,,active
12LST_COMBINED_T4,103792,student,12LST4B_t4_2016,active
12MAA_COMBINED_T4,103792,student,12MAA2A_t4_2016,active
12PD8C_t4_2016,103792,student,,active
12PE5A_t4_2016,103792,student,,active
12RAE1C_t4_2016,103792,student,,active
12SIS310C_COMBINED_T4,103792,student,12SIS310C37B_t4_2016,active
07DTB_t4_2016,111386,student,,active
07ENGA_t4_2016,111386,student,,active
07HPEB_t4_2016,111386,student,,active
07HUMA_t4_2016,111386,student,,active
07MATB_t4_2016,111386,student,,active
07REB_t4_2016,111386,student,,active
07SCI_COMBINED_T4,111386,student,07SCIA_t4_2016,active
GP-07SELB_t4_2016,111386,student,,active
10BUSC_t4_2016,103795,student,,active
10ENGB_t4_2016,103795,student,,active
10HISE_t4_2016,103795,student,,active
10ISCID_t4_2016,103795,student,,active
10JAPC2A_t4_2016,103795,student,,active
10MATC_t4_2016,103795,student,,active
10REA_t4_2016,103795,student,,active
10SEL_COMBINED_T4,103795,student,GP-10SELA_t4_2016,active
07ENGA_t4_2016,111388,student,,active
07HUMA_t4_2016,111388,student,,active
07ICTC_t4_2016,111388,student,,active
07MATB_t4_2016,111388,student,,active
07REC_t4_2016,111388,student,,active
07SCI_COMBINED_T4,111388,student,07SCIA_t4_2016,active
07VARC_t4_2016,111388,student,,active
GP-07SELC_t4_2016,111388,student,,active
08ENGD_t4_2016,104531,student,,active
08HPE_COMBINED_T4,104531,student,08HPED_t4_2016,active
08HUM_COMBINED_T4,104531,student,08HUME_t4_2016,active
08MATC_t4_2016,104531,student,,active
08MUSD_t4_2016,104531,student,,active
08RED_t4_2016,104531,student,,active
08SCI_COMBINED_T4,104531,student,08SCID_t4_2016,active
GP-08SELD_t4_2016,104531,student,,active
10BUSB_t4_2016,103626,student,,active
10ENGD_t4_2016,103626,student,,active
10HISD_t4_2016,103626,student,,active
10MATA_t4_2016,103626,student,,active
10PHYD_t4_2016,103626,student,,active
10REB_t4_2016,103626,student,,active
10VARC2A_t4_2016,103626,student,,active
10SEL_COMBINED_T4,103626,student,GP-10SELB_t4_2016,active
07DTB_t4_2016,100387,student,,active
07ENGC_t4_2016,100387,student,,active
07HPEB_t4_2016,100387,student,,active
07HUMC_t4_2016,100387,student,,active
07MATE_t4_2016,100387,student,,active
07REB_t4_2016,100387,student,,active
07SCI_COMBINED_T4,100387,student,07SCIC_t4_2016,active
GP-07SELB_t4_2016,100387,student,,active
11DRA5A_t4_2016,103688,student,,active
11ENG7E_t4_2016,103688,student,,active
11JAP6A_t4_2016,103688,student,,active
11LST_COMBINED_T4,103688,student,11LST3A_t4_2016,active
11MAA2B_t4_2016,103688,student,,active
11MHIS4A_t4_2016,103688,student,,active
11PDC_t4_2016,103688,student,,active
11RAE1C_t4_2016,103688,student,,active
09BUSA_t4_2016,112978,student,,active
09ENGB_t4_2016,112978,student,,active
09HPE_COMBINED_T4,112978,student,09HPEC_t4_2016,active
09JAPA_t4_2016,112978,student,,active
09MATC_t4_2016,112978,student,,active
09REA_t4_2016,112978,student,,active
09SCI_COMBINED_T4,112978,student,09SCIB_t4_2016,active
GP-09SELA_t4_2016,112978,student,,active
07DTB_t4_2016,104218,student,,active
07ENGC_t4_2016,104218,student,,active
07HPEB_t4_2016,104218,student,,active
07HUMC_t4_2016,104218,student,,active
07MATD_t4_2016,104218,student,,active
07REB_t4_2016,104218,student,,active
07SCI_COMBINED_T4,104218,student,07SCIC_t4_2016,active
GP-07SELB_t4_2016,104218,student,,active
10BIOD_t4_2016,103675,student,,active
10ENGB_t4_2016,103675,student,,active
10ICTC_t4_2016,103675,student,,active
10MATC_t4_2016,103675,student,,active
10MUSC2A_t4_2016,103675,student,,active
10REA_t4_2016,103675,student,,active
10TEXB_t4_2016,103675,student,,active
10SEL_COMBINED_T4,103675,student,GP-10SELA_t4_2016,active
11ACC_COMBINED_T4,103315,student,11ACC7B_t4_2016,active
11CHE_COMBINED_T4,103315,student,11CHE4A_t4_2016,active
11ENG6D_t4_2016,103315,student,,active
11ITL3A_t4_2016,103315,student,,active
11MAB2B_t4_2016,103315,student,,active
11PDB_t4_2016,103315,student,,active
11PHY5A_t4_2016,103315,student,,active
11RAE1B_t4_2016,103315,student,,active
11ACC_COMBINED_T4,103760,student,11ACC7B_t4_2016,active
11BIO_COMBINED_T4,103760,student,11BIO5A_t4_2016,active
11ENG4A_t4_2016,103760,student,,active
11JAP6A_t4_2016,103760,student,,active
11MAA2A_t4_2016,103760,student,,active
11PDA_t4_2016,103760,student,,active
11PE_COMBINED_T4,103760,student,11PE3A_t4_2016,active
11RAE1A_t4_2016,103760,student,,active
07DRAD_t4_2016,104640,student,,active
07ENGC_t4_2016,104640,student,,active
07HUMC_t4_2016,104640,student,,active
07JAPD_t4_2016,104640,student,,active
07MATC_t4_2016,104640,student,,active
07RED_t4_2016,104640,student,,active
07SCI_COMBINED_T4,104640,student,07SCIC_t4_2016,active
GP-07SELD_t4_2016,104640,student,,active
10BIOD_t4_2016,103761,student,,active
10BUSC_t4_2016,103761,student,,active
10ENGB_t4_2016,103761,student,,active
10HISD_t4_2016,103761,student,,active
10ITLC2A_t4_2016,103761,student,,active
10MATD_t4_2016,103761,student,,active
10REA_t4_2016,103761,student,,active
10SEL_COMBINED_T4,103761,student,GP-10SELA_t4_2016,active
07ENGC_t4_2016,104929,student,,active
07HPEA_t4_2016,104929,student,,active
07HUMC_t4_2016,104929,student,,active
